STATE CD,STATE,Month,No. of Tax Payers eligible to File,No. Tax Payers filed by Due Date,No. of Tax Payers filed after due date,Total Returns Filed,Filing %age as on 30th Apr 2025
10,Bihar,2023-06-01T00:00:00Z,479092,374905,93093,467998,0.976843695991584
11,Sikkim,2023-06-01T00:00:00Z,9037,7070,2165,9235,1.02190992586035
12,Arunachal Pradesh,2023-06-01T00:00:00Z,12982,8941,4202,13143,1.01240178708982
13,Nagaland,2023-06-01T00:00:00Z,7537,5554,2008,7562,1.00331696961656
14,Manipur,2023-06-01T00:00:00Z,10654,4932,5480,10412,0.977285526562793
15,Mizoram,2023-06-01T00:00:00Z,6771,5256,1345,6601,0.974892925712598
16,Tripura,2023-06-01T00:00:00Z,25970,21501,4653,26154,1.00708509819022
17,Meghalaya,2023-06-01T00:00:00Z,25920,21161,5044,26205,1.01099537037037
18,Assam,2023-06-01T00:00:00Z,182121,133491,46895,180386,0.990473366607915
19,West Bengal,2023-06-01T00:00:00Z,650891,541073,104283,645356,0.991496272033259
20,Jharkhand,2023-06-01T00:00:00Z,176637,143265,30766,174031,0.985246579142535
21,Odisha,2023-06-01T00:00:00Z,289249,226373,59342,285715,0.98778215309301
22,Chhattisgarh,2023-06-01T00:00:00Z,133745,97867,35529,133396,0.997390556656324
23,Madhya Pradesh,2023-06-01T00:00:00Z,441035,344918,93115,438033,0.99319328397973
24,Gujarat,2023-06-01T00:00:00Z,1032030,901361,130605,1031966,0.999937986298848
25,Daman and Diu,2023-06-01T00:00:00Z,0,0,,0,
26,Dadra and Nagar Haveli,2023-06-01T00:00:00Z,14448,11691,2719,14410,0.997369878183832
27,Maharashtra,2023-06-01T00:00:00Z,1510524,1186998,313296,1500294,0.993227515749502
29,Karnataka,2023-06-01T00:00:00Z,856106,692206,151854,844060,0.985929312491678
30,Goa,2023-06-01T00:00:00Z,35582,26622,9115,35737,1.0043561351245
31,Lakshadweep,2023-06-01T00:00:00Z,225,171,55,226,1.00444444444444
32,Kerala,2023-06-01T00:00:00Z,339205,264859,71711,336570,0.992231836205245
33,Tamil Nadu,2023-06-01T00:00:00Z,1028922,860137,156018,1016155,0.987591867993881
34,Puducherry,2023-06-01T00:00:00Z,20702,16283,4063,20346,0.982803593855666
35,Andaman and Nicobar Islands,2023-06-01T00:00:00Z,4395,2954,1379,4333,0.985893060295791
36,Telangana,2023-06-01T00:00:00Z,408512,316711,87049,403760,0.988367538774871
37,Andhra Pradesh,2023-06-01T00:00:00Z,310366,245272,59405,304677,0.981670028289181
38,Ladakh,2023-06-01T00:00:00Z,6689,4965,1878,6843,1.0230228733742
97,Other Territory,2023-06-01T00:00:00Z,86,68,6,74,0.86046511627907
1,Jammu and Kashmir,2023-07-01T00:00:00Z,70979,55987,15216,71203,1.00315586300173
2,Himachal Pradesh,2023-07-01T00:00:00Z,44890,36437,8602,45039,1.00331922477166
3,Punjab,2023-07-01T00:00:00Z,167705,140142,26925,167067,0.996195700784115
4,Chandigarh,2023-07-01T00:00:00Z,16731,14066,2679,16745,1.00083677006754
5,Uttarakhand,2023-07-01T00:00:00Z,86469,67065,18217,85282,0.98627253697857
6,Haryana,2023-07-01T00:00:00Z,287010,232157,51933,284090,0.989826138462075
7,Delhi,2023-07-01T00:00:00Z,429537,346250,78196,424446,0.988147703224635
8,Rajasthan,2023-07-01T00:00:00Z,305324,248668,55590,304258,0.996508626901259
9,Uttar Pradesh,2023-07-01T00:00:00Z,938677,758668,170009,928677,0.989346708186096
10,Bihar,2023-07-01T00:00:00Z,279649,215044,57270,272314,0.973770691116364
11,Sikkim,2023-07-01T00:00:00Z,5910,4525,1479,6004,1.01590524534687
12,Arunachal Pradesh,2023-07-01T00:00:00Z,9811,6561,3392,9953,1.01447355009683
13,Nagaland,2023-07-01T00:00:00Z,6306,4587,1739,6326,1.00317158261973
14,Manipur,2023-07-01T00:00:00Z,8621,4644,3695,8339,0.967289177589607
15,Mizoram,2023-07-01T00:00:00Z,5821,4316,1403,5719,0.982477237588043
16,Tripura,2023-07-01T00:00:00Z,18895,15323,3674,18997,1.00539825350622
17,Meghalaya,2023-07-01T00:00:00Z,13869,10461,3648,14109,1.0173047804456
18,Assam,2023-07-01T00:00:00Z,122848,88229,33403,121632,0.990101588955457
19,West Bengal,2023-07-01T00:00:00Z,389073,319004,67287,386291,0.992849670884384
20,Jharkhand,2023-07-01T00:00:00Z,129740,104295,24088,128383,0.98954061970094
21,Odisha,2023-07-01T00:00:00Z,169142,130297,37339,167636,0.991096238663372
22,Chhattisgarh,2023-07-01T00:00:00Z,74974,54415,20535,74950,0.999679889028197
23,Madhya Pradesh,2023-07-01T00:00:00Z,206418,161041,43928,204969,0.992980263349127
24,Gujarat,2023-07-01T00:00:00Z,629419,550494,79335,629829,1.00065139438117
25,Daman and Diu,2023-07-01T00:00:00Z,0,0,,0,
26,Dadra and Nagar Haveli,2023-07-01T00:00:00Z,11629,9289,2332,11621,0.999312064665921
27,Maharashtra,2023-07-01T00:00:00Z,845008,662065,178186,840251,0.994370467498533
29,Karnataka,2023-07-01T00:00:00Z,679636,541963,128917,670880,0.987116633021205
30,Goa,2023-07-01T00:00:00Z,22911,17030,6078,23108,1.00859848980839
31,Lakshadweep,2023-07-01T00:00:00Z,185,139,49,188,1.01621621621622
32,Kerala,2023-07-01T00:00:00Z,280405,216873,61634,278507,0.993231219129473
33,Tamil Nadu,2023-07-01T00:00:00Z,924082,756869,156997,913866,0.988944704041416
34,Puducherry,2023-07-01T00:00:00Z,18543,14217,4102,18319,0.987919969799925
35,Andaman and Nicobar Islands,2023-07-01T00:00:00Z,3498,2296,1185,3481,0.99514008004574
36,Telangana,2023-07-01T00:00:00Z,342556,259088,80058,339146,0.99004542323007
37,Andhra Pradesh,2023-07-01T00:00:00Z,257356,200421,53151,253572,0.985296631902889
38,Ladakh,2023-07-01T00:00:00Z,2186,1465,866,2331,1.06633119853614
97,Other Territory,2023-07-01T00:00:00Z,80,61,6,67,0.8375
1,Jammu and Kashmir,2023-08-01T00:00:00Z,73348,58028,14871,72899,0.993878497027867
2,Himachal Pradesh,2023-08-01T00:00:00Z,46425,37204,8753,45957,0.989919224555735
3,Punjab,2023-08-01T00:00:00Z,171864,142458,27515,169973,0.988997113997114
4,Chandigarh,2023-08-01T00:00:00Z,16980,14392,2580,16972,0.999528857479388
5,Uttarakhand,2023-08-01T00:00:00Z,88169,68708,17716,86424,0.980208463292087
6,Haryana,2023-08-01T00:00:00Z,292338,238270,49337,287607,0.98381667795497
7,Delhi,2023-08-01T00:00:00Z,433887,351126,75503,426629,0.983272142285895
8,Rajasthan,2023-08-01T00:00:00Z,316716,254712,55550,310262,0.979622122027305
9,Uttar Pradesh,2023-08-01T00:00:00Z,958009,774571,168349,942920,0.984249626047354
10,Bihar,2023-08-01T00:00:00Z,287758,217420,58703,276123,0.959566719257154
11,Sikkim,2023-08-01T00:00:00Z,6115,4655,1457,6112,0.999509403107114
12,Arunachal Pradesh,2023-08-01T00:00:00Z,10152,6886,3202,10088,0.993695823483058
13,Nagaland,2023-08-01T00:00:00Z,6435,4670,1726,6396,0.993939393939394
14,Manipur,2023-08-01T00:00:00Z,8774,4731,3645,8376,0.954638705265557
15,Mizoram,2023-08-01T00:00:00Z,5925,4667,1123,5790,0.977215189873418
16,Tripura,2023-08-01T00:00:00Z,19436,15553,3700,19253,0.990584482403787
17,Meghalaya,2023-08-01T00:00:00Z,14474,11045,3316,14361,0.992192897609507
18,Assam,2023-08-01T00:00:00Z,125846,88448,34411,122859,0.976264640910319
19,West Bengal,2023-08-01T00:00:00Z,397763,324685,66757,391442,0.98410862749929
20,Jharkhand,2023-08-01T00:00:00Z,131766,105762,23648,129410,0.982119818466069
21,Odisha,2023-08-01T00:00:00Z,174259,129624,41140,170764,0.979943647100006
22,Chhattisgarh,2023-08-01T00:00:00Z,77586,55009,20988,75997,0.979519500940891
23,Madhya Pradesh,2023-08-01T00:00:00Z,212709,163187,45802,208989,0.982511318279904
24,Gujarat,2023-08-01T00:00:00Z,637378,555109,79920,635029,0.996314588831118
25,Daman and Diu,2023-08-01T00:00:00Z,0,0,,0,
26,Dadra and Nagar Haveli,2023-08-01T00:00:00Z,11769,9270,2387,11657,0.990483473532161
27,Maharashtra,2023-08-01T00:00:00Z,865288,662910,186400,849310,0.981534471759692
29,Karnataka,2023-08-01T00:00:00Z,687189,545134,130502,675636,0.983188031240314
30,Goa,2023-08-01T00:00:00Z,23450,17022,6308,23330,0.994882729211087
31,Lakshadweep,2023-08-01T00:00:00Z,190,139,52,191,1.00526315789474
32,Kerala,2023-08-01T00:00:00Z,283529,223158,57213,280371,0.988861809550346
33,Tamil Nadu,2023-08-01T00:00:00Z,929406,771903,145699,917602,0.987299414895105
34,Puducherry,2023-08-01T00:00:00Z,18720,14496,3869,18365,0.981036324786325
35,Andaman and Nicobar Islands,2023-08-01T00:00:00Z,3551,2355,1152,3507,0.987609124190369
36,Telangana,2023-08-01T00:00:00Z,347597,264143,78765,342908,0.986510240307022
37,Andhra Pradesh,2023-08-01T00:00:00Z,260553,200344,55184,255528,0.980714096556171
38,Ladakh,2023-08-01T00:00:00Z,2396,1588,854,2442,1.01919866444073
97,Other Territory,2023-08-01T00:00:00Z,81,62,5,67,0.827160493827161
1,Jammu and Kashmir,2023-09-01T00:00:00Z,123554,98004,25168,123172,0.996908234456189
2,Himachal Pradesh,2023-09-01T00:00:00Z,103964,86885,17111,103996,1.00030779885345
3,Punjab,2023-09-01T00:00:00Z,349048,289469,58316,347785,0.996381586486672
4,Chandigarh,2023-09-01T00:00:00Z,28086,23262,4826,28088,1.00007120985544
5,Uttarakhand,2023-09-01T00:00:00Z,157930,123425,33476,156901,0.993484455138353
6,Haryana,2023-09-01T00:00:00Z,495688,404292,86588,490880,0.9903003502203
7,Delhi,2023-09-01T00:00:00Z,753330,614205,134863,749068,0.994342452842712
8,Rajasthan,2023-09-01T00:00:00Z,703511,567284,130150,697434,0.99136189768177
9,Uttar Pradesh,2023-09-01T00:00:00Z,1463397,1176992,272922,1449914,0.99078650564406
10,Bihar,2023-09-01T00:00:00Z,485015,373186,100906,474092,0.977479047039782
11,Sikkim,2023-09-01T00:00:00Z,9431,7221,2276,9497,1.00699819743399
12,Arunachal Pradesh,2023-09-01T00:00:00Z,13231,9210,4232,13442,1.01594739626634
13,Nagaland,2023-09-01T00:00:00Z,7668,5664,2001,7665,0.999608763693271
14,Manipur,2023-09-01T00:00:00Z,10734,6888,3599,10487,0.976989006893982
15,Mizoram,2023-09-01T00:00:00Z,6940,5348,1427,6775,0.976224783861671
16,Tripura,2023-09-01T00:00:00Z,26661,21597,5144,26741,1.0030006376355
17,Meghalaya,2023-09-01T00:00:00Z,27035,21338,5515,26853,0.993267985944146
18,Assam,2023-09-01T00:00:00Z,184102,132582,49362,181944,0.988278237064236
19,West Bengal,2023-09-01T00:00:00Z,660941,552565,103318,655883,0.992347274567624
20,Jharkhand,2023-09-01T00:00:00Z,178083,143554,32544,176098,0.988853512126368
21,Odisha,2023-09-01T00:00:00Z,293307,227638,62406,290044,0.988875137654403
22,Chhattisgarh,2023-09-01T00:00:00Z,135116,97955,37010,134965,0.998882441753752
23,Madhya Pradesh,2023-09-01T00:00:00Z,446806,347424,97166,444590,0.995040353083889
24,Gujarat,2023-09-01T00:00:00Z,1041984,899855,142180,1042035,1.00004894508937
25,Daman and Diu,2023-09-01T00:00:00Z,0,0,,0,
26,Dadra and Nagar Haveli,2023-09-01T00:00:00Z,14510,11613,2872,14485,0.998277050310131
27,Maharashtra,2023-09-01T00:00:00Z,1522408,1187346,326881,1514227,0.994626276267597
29,Karnataka,2023-09-01T00:00:00Z,863912,690123,162949,853072,0.987452425710026
30,Goa,2023-09-01T00:00:00Z,35915,27137,9078,36215,1.00835305582626
31,Lakshadweep,2023-09-01T00:00:00Z,229,176,55,231,1.00873362445415
32,Kerala,2023-09-01T00:00:00Z,342699,267439,73346,340785,0.994414923883641
33,Tamil Nadu,2023-09-01T00:00:00Z,1036539,859358,165851,1025209,0.989069393433339
34,Puducherry,2023-09-01T00:00:00Z,20718,15953,4348,20301,0.979872574572835
35,Andaman and Nicobar Islands,2023-09-01T00:00:00Z,4429,2983,1390,4373,0.98735606231655
36,Telangana,2023-09-01T00:00:00Z,416340,320300,91714,412014,0.989609453811788
37,Andhra Pradesh,2023-09-01T00:00:00Z,313911,243407,64810,308217,0.981861100757858
38,Ladakh,2023-09-01T00:00:00Z,6920,5103,2022,7125,1.02962427745665
97,Other Territory,2023-09-01T00:00:00Z,87,66,7,73,0.839080459770115
1,Jammu and Kashmir,2023-10-01T00:00:00Z,71950,56948,14957,71905,0.999374565670605
2,Himachal Pradesh,2023-10-01T00:00:00Z,45569,36989,8603,45592,1.00050472909215
3,Punjab,2023-10-01T00:00:00Z,170526,142444,27626,170070,0.997325920973928
4,Chandigarh,2023-10-01T00:00:00Z,17018,14472,2727,17199,1.010635797391
5,Uttarakhand,2023-10-01T00:00:00Z,87312,67332,19444,86776,0.993861095840205
6,Haryana,2023-10-01T00:00:00Z,292071,234918,54847,289765,0.992104659483482
7,Delhi,2023-10-01T00:00:00Z,431686,344178,82158,426336,0.987606732671433
8,Rajasthan,2023-10-01T00:00:00Z,311084,247679,62741,310420,0.99786552828175
9,Uttar Pradesh,2023-10-01T00:00:00Z,959088,756853,194214,951067,0.991636846671004
10,Bihar,2023-10-01T00:00:00Z,283525,202103,74006,276109,0.973843576404197
11,Sikkim,2023-10-01T00:00:00Z,6099,4397,1718,6115,1.00262338088211
12,Arunachal Pradesh,2023-10-01T00:00:00Z,10040,6428,3718,10146,1.0105577689243
13,Nagaland,2023-10-01T00:00:00Z,6422,4625,1783,6408,0.997819993771411
14,Manipur,2023-10-01T00:00:00Z,8589,5342,3042,8384,0.976132262195832
15,Mizoram,2023-10-01T00:00:00Z,6076,4619,1307,5926,0.975312705727452
16,Tripura,2023-10-01T00:00:00Z,19440,15278,4160,19438,0.999897119341564
17,Meghalaya,2023-10-01T00:00:00Z,14053,10721,3301,14022,0.99779406532413
18,Assam,2023-10-01T00:00:00Z,124176,88617,34048,122665,0.987831787140832
19,West Bengal,2023-10-01T00:00:00Z,397417,326204,68027,394231,0.991983231718824
20,Jharkhand,2023-10-01T00:00:00Z,131984,101819,28664,130483,0.988627409382956
21,Odisha,2023-10-01T00:00:00Z,172053,133185,37498,170683,0.992037337332101
22,Chhattisgarh,2023-10-01T00:00:00Z,76230,53599,22273,75872,0.995303686212777
23,Madhya Pradesh,2023-10-01T00:00:00Z,210129,160354,48971,209325,0.99617377896435
24,Gujarat,2023-10-01T00:00:00Z,638215,522882,115802,638684,1.00073486207626
25,Daman and Diu,2023-10-01T00:00:00Z,0,0,,0,
26,Dadra and Nagar Haveli,2023-10-01T00:00:00Z,11749,9182,2541,11723,0.997787045706018
27,Maharashtra,2023-10-01T00:00:00Z,860909,660435,195937,856372,0.994729988883843
29,Karnataka,2023-10-01T00:00:00Z,690763,550567,131413,681980,0.987285074620384
30,Goa,2023-10-01T00:00:00Z,23414,17672,5951,23623,1.00892628342018
31,Lakshadweep,2023-10-01T00:00:00Z,192,136,52,188,0.979166666666667
32,Kerala,2023-10-01T00:00:00Z,284836,222092,60968,283060,0.99376483309694
33,Tamil Nadu,2023-10-01T00:00:00Z,935526,774463,149858,924321,0.988022780767183
34,Puducherry,2023-10-01T00:00:00Z,18665,14564,3813,18377,0.984570050897402
35,Andaman and Nicobar Islands,2023-10-01T00:00:00Z,3560,2373,1168,3541,0.994662921348315
36,Telangana,2023-10-01T00:00:00Z,350469,267772,79245,347017,0.990150341399667
37,Andhra Pradesh,2023-10-01T00:00:00Z,261210,203330,53543,256873,0.983396500899659
38,Ladakh,2023-10-01T00:00:00Z,2260,1548,805,2353,1.04115044247788
97,Other Territory,2023-10-01T00:00:00Z,81,58,8,66,0.814814814814815
1,Jammu and Kashmir,2023-11-01T00:00:00Z,73532,58535,14330,72865,0.990929119295001
2,Himachal Pradesh,2023-11-01T00:00:00Z,46951,38585,7693,46278,0.985665907009435
3,Punjab,2023-11-01T00:00:00Z,174892,147326,24947,172273,0.985025044027171
4,Chandigarh,2023-11-01T00:00:00Z,17260,14856,2423,17279,1.00110081112399
5,Uttarakhand,2023-11-01T00:00:00Z,89337,70940,16813,87753,0.982269384465563
6,Haryana,2023-11-01T00:00:00Z,298411,246094,47260,293354,0.983053573762361
7,Delhi,2023-11-01T00:00:00Z,438911,356581,73350,429931,0.979540271262283
8,Rajasthan,2023-11-01T00:00:00Z,323550,265071,51765,316836,0.979248956884562
9,Uttar Pradesh,2023-11-01T00:00:00Z,980581,797542,165783,963325,0.982402269674815
10,Bihar,2023-11-01T00:00:00Z,295027,224078,57415,281493,0.954126232514312
11,Sikkim,2023-11-01T00:00:00Z,6250,4737,1464,6201,0.99216
12,Arunachal Pradesh,2023-11-01T00:00:00Z,10211,6947,3340,10287,1.00744295367741
13,Nagaland,2023-11-01T00:00:00Z,6508,4869,1586,6455,0.991856177012907
14,Manipur,2023-11-01T00:00:00Z,8660,5602,2839,8441,0.974711316397229
15,Mizoram,2023-11-01T00:00:00Z,6181,4732,1251,5983,0.9679663484873
16,Tripura,2023-11-01T00:00:00Z,19709,15980,3618,19598,0.994368055203207
17,Meghalaya,2023-11-01T00:00:00Z,14372,11084,3060,14144,0.984135819649318
18,Assam,2023-11-01T00:00:00Z,126536,92194,31290,123484,0.975880381867611
19,West Bengal,2023-11-01T00:00:00Z,405895,337795,60703,398498,0.981776075093312
20,Jharkhand,2023-11-01T00:00:00Z,133676,108792,22824,131616,0.98458960471588
21,Odisha,2023-11-01T00:00:00Z,176835,137544,35791,173335,0.980207538100489
22,Chhattisgarh,2023-11-01T00:00:00Z,77611,58314,18398,76712,0.988416590431769
23,Madhya Pradesh,2023-11-01T00:00:00Z,217332,172532,40159,212691,0.978645574512727
24,Gujarat,2023-11-01T00:00:00Z,645318,567153,75085,642238,0.995227159323
25,Daman and Diu,2023-11-01T00:00:00Z,0,0,,1,
26,Dadra and Nagar Haveli,2023-11-01T00:00:00Z,11839,9646,2108,11754,0.992820339555706
27,Maharashtra,2023-11-01T00:00:00Z,879793,704595,161453,866048,0.984377006864115
29,Karnataka,2023-11-01T00:00:00Z,697437,571971,115569,687540,0.985809470962969
30,Goa,2023-11-01T00:00:00Z,23927,18045,5828,23873,0.997743135370084
31,Lakshadweep,2023-11-01T00:00:00Z,193,148,46,194,1.00518134715026
32,Kerala,2023-11-01T00:00:00Z,287465,227867,57240,285107,0.991797262275407
33,Tamil Nadu,2023-11-01T00:00:00Z,940174,786206,142536,928742,0.987840548664396
34,Puducherry,2023-11-01T00:00:00Z,18792,15082,3414,18496,0.984248616432525
35,Andaman and Nicobar Islands,2023-11-01T00:00:00Z,3588,2490,1089,3579,0.997491638795987
36,Telangana,2023-11-01T00:00:00Z,355186,278281,72173,350454,0.986677402825562
37,Andhra Pradesh,2023-11-01T00:00:00Z,264020,210409,48752,259161,0.981596091205212
38,Ladakh,2023-11-01T00:00:00Z,2436,1693,751,2444,1.00328407224959
97,Other Territory,2023-11-01T00:00:00Z,81,63,3,66,0.814814814814815
1,Jammu and Kashmir,2023-12-01T00:00:00Z,125499,103639,21892,125531,1.00025498211141
2,Himachal Pradesh,2023-12-01T00:00:00Z,105644,90714,14946,105660,1.0001514520465
3,Punjab,2023-12-01T00:00:00Z,353589,301910,50558,352468,0.996829652506158
4,Chandigarh,2023-12-01T00:00:00Z,28368,24427,4008,28435,1.00236181613085
5,Uttarakhand,2023-12-01T00:00:00Z,160173,130441,29512,159953,0.998626485112972
6,Haryana,2023-12-01T00:00:00Z,502913,423559,75110,498669,0.991561164654722
7,Delhi,2023-12-01T00:00:00Z,759875,636895,118619,755514,0.994260898174042
8,Rajasthan,2023-12-01T00:00:00Z,714257,599948,112004,711952,0.996772870269385
9,Uttar Pradesh,2023-12-01T00:00:00Z,1490329,1236476,244351,1480827,0.993624226596946
10,Bihar,2023-12-01T00:00:00Z,494059,394788,90477,485265,0.98220050641725
11,Sikkim,2023-12-01T00:00:00Z,9632,7372,2288,9660,1.00290697674419
12,Arunachal Pradesh,2023-12-01T00:00:00Z,13473,9603,4130,13733,1.0192978549692
13,Nagaland,2023-12-01T00:00:00Z,7781,5712,2042,7754,0.996530008996273
14,Manipur,2023-12-01T00:00:00Z,10698,7219,3430,10649,0.995419704617686
15,Mizoram,2023-12-01T00:00:00Z,6974,5406,1457,6863,0.984083739604244
16,Tripura,2023-12-01T00:00:00Z,27081,22194,4960,27154,1.00269561685314
17,Meghalaya,2023-12-01T00:00:00Z,27267,21693,5244,26937,0.987897458466278
18,Assam,2023-12-01T00:00:00Z,184835,136839,46541,183380,0.992128114264073
19,West Bengal,2023-12-01T00:00:00Z,670091,570072,95284,665356,0.992933795559111
20,Jharkhand,2023-12-01T00:00:00Z,179800,149130,29496,178626,0.993470522803115
21,Odisha,2023-12-01T00:00:00Z,297651,238591,57040,295631,0.99321352859557
22,Chhattisgarh,2023-12-01T00:00:00Z,136879,102752,34495,137247,1.00268850590668
23,Madhya Pradesh,2023-12-01T00:00:00Z,453805,359519,92863,452382,0.996864291931557
24,Gujarat,2023-12-01T00:00:00Z,1053133,918586,135145,1053731,1.00056782951441
25,Daman and Diu,2023-12-01T00:00:00Z,1,0,,0,
26,Dadra and Nagar Haveli,2023-12-01T00:00:00Z,14639,11898,2690,14588,0.996516155475101
27,Maharashtra,2023-12-01T00:00:00Z,1539776,1236611,298918,1535529,0.997241806600441
29,Karnataka,2023-12-01T00:00:00Z,873380,717289,149132,866421,0.992032105154686
30,Goa,2023-12-01T00:00:00Z,36551,28314,8647,36961,1.01121720335969
31,Lakshadweep,2023-12-01T00:00:00Z,241,183,58,241,1
32,Kerala,2023-12-01T00:00:00Z,346543,276490,68944,345434,0.996799819935766
33,Tamil Nadu,2023-12-01T00:00:00Z,1046219,871887,164785,1036672,0.990874759491082
34,Puducherry,2023-12-01T00:00:00Z,20796,16318,4212,20530,0.987209078668975
35,Andaman and Nicobar Islands,2023-12-01T00:00:00Z,4449,3117,1342,4459,1.00224769611149
36,Telangana,2023-12-01T00:00:00Z,424208,335236,85240,420476,0.991202428997096
37,Andhra Pradesh,2023-12-01T00:00:00Z,317407,248190,62976,311166,0.980337547691135
38,Ladakh,2023-12-01T00:00:00Z,7143,5632,1681,7313,1.02379952400952
97,Other Territory,2023-12-01T00:00:00Z,87,67,3,70,0.804597701149425
1,Jammu and Kashmir,2024-01-01T00:00:00Z,72481,58372,13874,72246,0.996757771002056
2,Himachal Pradesh,2024-01-01T00:00:00Z,46072,38650,7447,46097,1.00054262892863
3,Punjab,2024-01-01T00:00:00Z,172980,147717,24457,172174,0.995340501792115
4,Chandigarh,2024-01-01T00:00:00Z,17209,14995,2308,17303,1.00546225812075
5,Uttarakhand,2024-01-01T00:00:00Z,88523,71360,17025,88385,0.998441083108345
6,Haryana,2024-01-01T00:00:00Z,298012,247267,47806,295073,0.990137981020898
7,Delhi,2024-01-01T00:00:00Z,437477,362477,69053,431530,0.986406142494348
8,Rajasthan,2024-01-01T00:00:00Z,316308,265332,50707,316039,0.999149563084083
9,Uttar Pradesh,2024-01-01T00:00:00Z,983291,805756,168883,974639,0.991200977126812
10,Bihar,2024-01-01T00:00:00Z,287237,226750,55888,282638,0.983988831522401
11,Sikkim,2024-01-01T00:00:00Z,6297,4603,1614,6217,0.987295537557567
12,Arunachal Pradesh,2024-01-01T00:00:00Z,10213,6983,3387,10370,1.01537256437873
13,Nagaland,2024-01-01T00:00:00Z,6603,4869,1595,6464,0.978948962592761
14,Manipur,2024-01-01T00:00:00Z,8445,5698,2723,8421,0.997158081705151
15,Mizoram,2024-01-01T00:00:00Z,6124,4685,1331,6016,0.982364467668191
16,Tripura,2024-01-01T00:00:00Z,19795,15943,3891,19834,1.00197019449356
17,Meghalaya,2024-01-01T00:00:00Z,14007,10884,3047,13931,0.994574141500678
18,Assam,2024-01-01T00:00:00Z,124975,92540,31129,123669,0.989549909981996
19,West Bengal,2024-01-01T00:00:00Z,405395,341800,60474,402274,0.992301335734284
20,Jharkhand,2024-01-01T00:00:00Z,134089,110492,22405,132897,0.991110381910522
21,Odisha,2024-01-01T00:00:00Z,175428,138146,35827,173973,0.991705999042342
22,Chhattisgarh,2024-01-01T00:00:00Z,76719,58861,17901,76762,1.00056048697194
23,Madhya Pradesh,2024-01-01T00:00:00Z,213428,173225,39954,213179,0.998833330209719
24,Gujarat,2024-01-01T00:00:00Z,647979,580247,69496,649743,1.00272231044525
25,Daman and Diu,2024-01-01T00:00:00Z,1,0,,0,
26,Dadra and Nagar Haveli,2024-01-01T00:00:00Z,11843,9730,2096,11826,0.998564552900448
27,Maharashtra,2024-01-01T00:00:00Z,875330,712837,160278,873115,0.997469525778849
29,Karnataka,2024-01-01T00:00:00Z,700086,577412,116322,693734,0.990926828989581
30,Goa,2024-01-01T00:00:00Z,23833,18593,5514,24107,1.01149666428901
31,Lakshadweep,2024-01-01T00:00:00Z,200,160,39,199,0.995
32,Kerala,2024-01-01T00:00:00Z,288959,227306,59959,287265,0.994137576611215
33,Tamil Nadu,2024-01-01T00:00:00Z,945246,797710,137951,935661,0.989859782532801
34,Puducherry,2024-01-01T00:00:00Z,18829,14915,3657,18572,0.986350841786606
35,Andaman and Nicobar Islands,2024-01-01T00:00:00Z,3616,2581,1049,3630,1.00387168141593
36,Telangana,2024-01-01T00:00:00Z,358114,282115,71862,353977,0.988447812707685
37,Andhra Pradesh,2024-01-01T00:00:00Z,263886,208426,50836,259262,0.982477281856559
38,Ladakh,2024-01-01T00:00:00Z,2225,1717,628,2345,1.05393258426966
97,Other Territory,2024-01-01T00:00:00Z,81,61,5,66,0.814814814814815
1,Jammu and Kashmir,2024-02-01T00:00:00Z,73790,60154,12984,73138,0.991164114378642
2,Himachal Pradesh,2024-02-01T00:00:00Z,47252,39815,7076,46891,0.992360111741302
3,Punjab,2024-02-01T00:00:00Z,177212,150751,23836,174587,0.985187233370201
4,Chandigarh,2024-02-01T00:00:00Z,17487,15092,2331,17423,0.996340138388517
5,Uttarakhand,2024-02-01T00:00:00Z,90782,73581,15976,89557,0.986506135577537
6,Haryana,2024-02-01T00:00:00Z,303376,253578,45328,298906,0.985265808765361
7,Delhi,2024-02-01T00:00:00Z,445887,366665,69572,436237,0.978357745348037
8,Rajasthan,2024-02-01T00:00:00Z,328067,275554,46711,322265,0.982314588178634
9,Uttar Pradesh,2024-02-01T00:00:00Z,1002255,827601,159185,986786,0.984565804111728
10,Bihar,2024-02-01T00:00:00Z,298081,232511,54155,286666,0.961705039905261
11,Sikkim,2024-02-01T00:00:00Z,6366,4608,1626,6234,0.979264844486334
12,Arunachal Pradesh,2024-02-01T00:00:00Z,10449,7298,3183,10481,1.00306249401857
13,Nagaland,2024-02-01T00:00:00Z,6608,4948,1558,6506,0.98456416464891
14,Manipur,2024-02-01T00:00:00Z,8623,5823,2636,8459,0.980981097065986
15,Mizoram,2024-02-01T00:00:00Z,6202,4800,1298,6098,0.983231215736859
16,Tripura,2024-02-01T00:00:00Z,20139,16274,3753,20027,0.994438651372958
17,Meghalaya,2024-02-01T00:00:00Z,14398,11052,2956,14008,0.972912904570079
18,Assam,2024-02-01T00:00:00Z,127493,94281,30371,124652,0.977716423646789
19,West Bengal,2024-02-01T00:00:00Z,412255,347485,58805,406290,0.985530800111582
20,Jharkhand,2024-02-01T00:00:00Z,136058,111463,22728,134191,0.986277910890944
21,Odisha,2024-02-01T00:00:00Z,179593,140228,35556,175784,0.978790932831458
22,Chhattisgarh,2024-02-01T00:00:00Z,78720,59824,18340,78164,0.992936991869919
23,Madhya Pradesh,2024-02-01T00:00:00Z,220509,178242,39091,217333,0.98559695976128
